gene,signedsig__GSE125583_PRJNA516886_meta,signedsig__GSE159699_PRJNA670209_meta,signedsig__GSE231341_PRJNA964438_meta,signedsig__GSE95587_PRJNA377568_meta,signedsig__MayoRNAseq_cerebellum_meta1,signedsig__MayoRNAseq_cerebellum_meta2,signedsig__MSBB_meta1,signedsig__MSBB_meta2,signedsig__MSBB_meta3,signedsig__MSBB_meta4,signedsig__ROSMAP_meta1,signedsig__ROSMAP_meta6
ARMC5,0.0161061806393593,0.0140501848415734,0.0084628797134005,0.0213313751038495,0.1662516850259099,0.0055160706114117,0.0268848260304209,0.0093735987467593,0.0027290188661371,0.028273918210936,0.004947329903812,0.0285676860174096
ARMC6,0.0088249932417908,0.0504452718291287,0.0046246053848004,0.0025235648615658,0.1769930769141724,0.0108615130000859,0.008847719157748,0.006739722998604,0.0259809625247043,0.0053997286567711,0.0034749718052051,0.0133146032804497
ARMC7,0.0372084837356914,0.0286686546361075,0.0035341765379632,0.0012117583489373,0.0099125013091274,0.0102341482047297,0.0009635961704133,0.000152086814016,0.0106008092872312,0.003144366671144,0.0068186733093851,0.0067755661210767
ARMC8,0.0502835246804888,0.0262366831411328,0.0029339576361867,0.0315585700513682,0.0708896913030738,0.061919706244038,0.0113411039951477,0.0303594417946224,0.0196447652800288,0.0337632607418635,0.0200902306475737,0.0018629180962182
ARMC9,0.1300318178399241,0.0235517763082068,0.003381372052731,0.1784409309267794,0.145736464412695,0.0305557869368874,0.0303883427417552,0.0483096804044688,0.0557116580684625,0.0615359329536113,0.0321374489116899,0.0101843482143025
ARMCX2,0.0541346696837061,0.0532089544847669,0.0026768637465793,0.0179344719905044,0.3308562065294139,0.0059879877919941,0.0055088554750201,0.0171343966326354,0.0209433033387946,0.0110938200236605,0.0073455156488816,0.0029146676152524
ARMCX3,0.0584524352800678,0.0103589183706827,0.0040110349605289,0.0918942132432797,0.0176166890399006,0.0362200223362921,0.0052035623189164,0.0041086416738417,0.0012244074126691,0.0171677839001289,0.0007927868113611,0.0049448995642166
ARMCX4,0.1640383233587765,0.0228659949645606,0.0014034282557045,0.0706119955845609,0.0524497328220143,0.0498885447057285,0.0064469167990173,0.027750304403723,0.0056043666708002,0.0338927593010565,0.0215949711080636,0.0039623783078518
ARMCX5,0.1789070634907291,0.0596098938350923,0.0067322340711296,0.0135517559241351,0.1012327555403065,0.0042496954844311,0.0096276610316899,0.0370087435640352,0.0126364479013828,0.030066489408667,0.0013806781105135,0.0045784209195099
ARMCX6,0.1653641273759968,0.0835563497711318,0.0020292435401311,0.1100847478210178,0.2138975901836324,0.1577493283896802,0.0002640141837947,0.0060290088203796,0.0203042254583379,0.0091110322347908,0.0350791485809348,0.0024658450721297
ARMCX7P,0.2180478686014965,0.0,0.0131568962268283,0.0028371210269106,0.0012452919554698,0.0024428472283241,0.0009392629208149,0.0010322027480596,0.0200758593188273,0.0,0.0004819408628231,0.0008034846957695
ARNT,0.0344550755088398,0.0233118449743968,0.00410380477342,0.0157582422555631,0.0951183021079901,0.0028535301700018,0.0071804170759903,0.0238542438153285,0.00631195711943,0.0282235159178561,0.0057131336420681,0.0069431891408091
ARNT2,0.0223806817774527,0.0497248542549485,0.0024433150694888,0.0339463298402355,0.0252182736191698,0.0920950845438929,0.006674416095065,0.0221060088046339,0.0633727472973559,0.0156823268856627,0.0073774912612272,0.0080467635395394
ARNTL,0.0132057215951447,0.0092752574786344,0.004923153848083,0.0095661077550481,0.2084069139322527,0.0185133320932177,0.0105682015117564,0.0059805011599628,0.0045797295111552,0.0276984399840521,0.0024817121264497,0.0076244464480839
ARNTL2,0.0004055308832015,0.006017447879832,0.00371153636055,0.0010617609885943,0.0220073513826573,0.0038376082803393,0.0032263243949899,0.008225102822084,0.0049569120425004,0.0337699946213473,0.0010183806200622,0.0081525513476402
ARPC1A,0.011591736278974,0.0366246416433279,9.452519980634565e-06,0.0300116500332599,0.1657780682696544,0.0164315452888284,0.0011862645761723,0.0100229068083208,0.012819982339891,0.0008898978574211,0.0053530960520705,0.0114608497329366
ARPC1B,0.0373428191843903,0.0099779248341774,0.0120259913734196,0.0575727156101291,0.0796915237421291,0.1000400615376934,0.0067503267372942,0.0144614336672163,0.0077396791028192,0.0123067031778448,0.0032925865640178,0.0395189768290824
ARPC2,0.0261507965790083,0.0151285174729768,0.0054434312179447,0.0016365036879077,0.0690520536337244,0.0029249270193674,0.0164781298326173,0.039116793747859,0.0601793745916986,0.0308016301233184,0.0007433465451541,0.0132880038906727
ARPC3,0.0008406280763007,0.0346130599983917,0.0006241016727023,0.0066126183450742,0.0148646914180159,0.0021958920841841,0.0089147692905116,0.016531376375348,0.0082326087593768,0.0037332922280988,0.0002524853723322,0.0013291192847018
ARPC4,0.0209480124013152,0.0162061202407043,0.0037164484832816,0.0054360842709995,0.1702917673812757,0.0081555409702614,0.0047765110057017,0.039712691674979,0.0679448464850566,0.0200617479808053,0.0018393411006662,0.0109420729380896
ARPC4-TTLL3,0.007196481625389,0.0032227471124297,0.0091726258726037,0.0035260478210642,0.0004645679417891,0.0002123262924528,0.0010110956979677,0.0243878432935246,0.0146865207177977,0.0168277272336683,0.0039678356858279,0.000909291879267
ARPC5,0.0609728815246936,0.0316258303093309,0.0042282900089577,0.0106597097539795,0.2567091377162679,0.0561333127928732,0.0141976941154143,0.0274674258561429,0.0059950695270354,0.0176569434520068,0.0090920664953219,0.0535740848027789
ARPC5L,0.012897733107818,0.0060924454309316,0.0015624206143209,0.0055597286191052,0.0380635936356135,0.0001209133820919,0.0041921258908666,0.0261985524419499,0.0079614609847713,0.0281973914635386,0.0008829350472597,0.0005852567225004
ARPIN,0.0243285098352281,0.0047722416027952,0.0048476922162779,0.00523031120718,0.0401780247174287,0.0122226585162641,0.0007152582283622,0.0013736641485216,0.0003294783384666,0.0015062249174229,0.0025784067792399,0.0059744892729838
ARPP19,0.0899085785421505,0.0235931302537258,0.0015935832083875,0.1527893455282787,0.2128561091739961,0.0430216290583823,0.0211801258013691,0.0267347446762705,0.0723341420068783,0.0168168716547976,0.0454550862553533,0.0156867470969555
ARPP21,0.2389572183518272,0.0103416233147089,0.0029639548858671,0.1759709680493673,0.2133600285295472,0.0071738648837793,0.0145506911246949,0.0168902014136662,0.0119022880716137,0.0243140081106371,0.030295713793136,0.0082027566972394
ARRB1,0.180610519430348,0.0289530334802955,0.0079338478187889,0.004795749142905,0.1584567306113339,0.0196491585511997,0.002261463856042,0.0368797955102416,0.0372854459322816,0.0340796471608265,0.0183118624960501,0.0007926784236161
ARRB2,0.0900923785918741,0.0286891048080403,0.0070654571736825,0.026470451762695,0.1021788791000564,0.0159138296401656,0.0150458154759623,0.0327071771353705,0.0483510305550995,0.0239795913688054,0.0078564236393165,0.0035665113530852
ARRDC1,0.0110126982789739,0.0335720837696923,0.0086323405221659,0.0205201519062401,0.2043771069102271,0.0114730580637019,0.0080493756755028,0.0150916012394892,0.0052910696539655,0.0124818719402975,0.0080145595850869,0.0042181675255955
ARRDC2,0.0049642269883059,0.0060522696001783,0.0130564346344059,0.011221976089415,0.0046637563376218,0.0153316249236918,0.0067378299415149,0.0398265257744233,0.0189825898688798,0.0049583374249754,0.0056402750650646,0.0009283831897486
ARRDC3,0.030908534513703,0.0183277959481354,0.0043358553033136,0.0007393309842175,0.0523019972809906,0.0145421376443686,0.0069755650078152,0.002245373943415,0.0129430415459528,0.0225674767612258,0.0014459595520264,0.0045510242045444
ARSA,0.0094021475626619,0.0117210464260966,0.0120784249091879,0.0111103500001624,0.2739419139344749,0.0306289182648641,0.0115184316563307,0.005894984563036,0.0182608636332194,0.0130122538488864,0.0015924076079426,0.0046096358208359
ARSB,0.0194044598064661,0.002952866126745,0.0024081940908199,0.0002948222035449,0.0081548530496953,0.0031135082197946,0.0037380679884914,0.0185203945925478,0.0112049166287298,0.0261473502966265,0.0017577283172445,0.0020414975640405
ARSD,0.0072027309700537,0.0065382175315085,0.0075296377786816,0.0013800616587556,0.0430041303349863,0.0416308972598894,0.000949715278606,0.011771357489121,0.0057491972871816,0.003451733068626,0.0004531521532043,0.001476645914878
ARSF,2.005094653411461e-05,0.0067216329376618,0.0339687389671281,0.0690841804455768,0.0077435499230157,0.003090708008724,0.0008941373616294,0.0046765369813003,5.249687659510327e-05,0.00171498367766,0.0001879563020474,0.0085638244618735
ARSG,0.2051667900604203,0.0424678083551482,0.0009508680113027,0.0353040325776682,0.0373658690599821,0.0147407978183818,0.0335853367998853,0.1043351088792807,0.1507585455662692,0.0407266545046143,0.029395502590483,0.0075264134762519
ARSI,0.0012108739485447,0.0029928327526616,0.0,0.0013798429228849,0.0008782420029203,0.0105536954604311,0.061583813504974,8.230573905478576e-05,5.096909253535215e-05,0.0095547438877969,0.0017489419531836,0.0007832849226226
ARSJ,0.000115198338814,0.0396168861792981,0.0244974356274266,0.0003043648724859,0.0014621952256783,9.275503312437236e-05,7.160483609826808e-05,0.0109321046795887,0.0015170171060734,0.0049045248349288,0.0001054967109893,5.1184589673878414e-05
ARSK,0.000546390930247,0.0001606632381299,0.0123642717553521,0.0012423074645699,0.0907854941431012,0.1272226726293348,0.0001907480049205,0.0325553771589816,0.0980441807073805,0.0280694684822273,0.0054729550336865,0.0012074306792434
ART3,0.0376042999002323,0.032506627140948,0.0017163698713117,0.0742538514302858,0.1512242146074098,0.0566840920583068,0.0091759737031678,0.0320983905856751,0.0320752321951881,0.0382045395830224,0.0073307519994979,0.0062324834784278
ARTN,0.0574782994169271,0.0005887553264309,0.009828951582873,0.0338746940508616,0.0015625146027588,0.0016812624534875,0.0014557381301507,0.0109098761648847,0.0017729153525347,0.004404111923208,0.0555860310171853,0.0010711835427242
ARV1,0.0386037883796017,0.0069355169077455,0.0035814251680064,0.0023642369824968,0.1047631708920821,0.0138902512252275,0.0054168962216442,0.0051279942742683,0.0027991681104,0.0082115391675064,0.0025652131951065,0.0041243925473014
ARVCF,0.0148571916255851,0.0174776214203496,0.0059824373904968,0.0004834936942304,0.1084417115747847,0.0378169365717015,0.0069848333137325,0.0091317755327496,0.0223022431911708,0.0129661921069484,0.00177102167227,0.0019000039457737
AS3MT,5.449365693576121e-05,0.0,0.0,0.0001937947837951,0.009665040654947,0.0001822032020789,9.55034095000328e-05,0.0020764709509381,6.60679870124814e-05,9.666112977071397e-05,2.7403513667613746e-05,0.0011071849138356
ASAH1,0.1970164275713303,0.0336640192869619,0.0047793285779674,0.091862254747885,0.0331361594265871,0.1734684648373669,0.0078436486321105,0.0260195226167406,0.0481172729427205,0.016980294240039,0.039772786075026,0.0036255189627989
ASAH2B,0.000228797813774,0.0178131707866701,2.3659634785217376e-05,5.012129573358666e-05,0.0318425970749592,0.0021000463208229,0.0056533150336694,0.0022327162911329,0.0017845395506363,0.0019679859935901,0.0035047017673307,0.0031690581901577
ASAP1,0.1195515818603438,0.0257471956273672,0.0030833955812365,0.0227422705228134,0.0729686570440743,0.0854871722956793,0.0304798226175544,0.0054045206297497,0.0306630956342236,0.0338715684463214,0.0024407022578908,0.0087021989659442
ASAP2,0.0562390855791584,0.0107492372703635,0.0013146075031395,0.0655717724026084,0.1752862610382117,0.0180089069153824,0.0067970792331649,0.0129090983951282,0.0155978179181719,0.0227994254404515,0.0022726469937897,0.0612947334364516
ASAP3,0.0082406291591361,0.0146804332482463,0.0032039334074091,0.0024464945856204,0.0456155585261844,0.0344760791950387,0.0093810619361589,0.0066037587824291,0.0089024790378629,0.0103424541776149,0.0013466577976765,0.0021831149531866
ASB1,0.0716306003782796,0.0305263810495874,0.0056538277287155,0.0143546503435835,0.2762685455126433,0.0189058815824198,0.0014786171065929,0.0073918565198482,0.0257426538446063,0.0120154689052373,0.001893971440815,0.0057723028740903
ASB10,0.0010610206331283,0.0,0.0,0.0,0.0102361082518365,0.004989065318987,0.0029762842586811,0.0457561407048686,0.0051002656792134,0.0091776005290081,0.0,0.0
ASB13,0.0006132986218964,0.0013529711821676,0.0037701404283079,0.0064616237819465,0.2891226002387276,0.0010854856803021,0.0010234485082963,0.0090019455570495,0.0012834173761144,0.0038995462210113,0.0005222251027651,0.0133441695232029
ASB14,0.0375684065761607,0.0143518320356685,0.0030734091748909,0.0050501318661443,0.0768465170081311,0.0335260645403478,0.0347979516237096,0.0005120126907683,0.0158562774828908,0.0222701300444058,0.0086881054479468,0.0128508397501569
ASB18,0.0200083952509817,0.0439349077703868,0.0029264202926408,0.1280202301867941,0.004199888283032,0.0057358718020127,0.005777923058065,0.0024381079332441,0.0034126777455267,0.0018681687476946,0.0179669225806085,0.0001728100008793
ASB2,0.0028393731608146,0.0372406450840824,0.003823655105718,0.0183280995871295,0.0592719541797555,0.0143119554543725,0.0229033819726772,0.0136188086580912,0.0460938577941281,0.0104459313084846,0.0132454996050504,0.0101479830709514
ASB4,0.014676369389123,0.0042485262870784,0.0060104114870543,0.0187371126011582,0.0011589387779364,0.0052182607012508,0.0046558544877822,0.018972492335187,8.46380000556636e-05,0.0018424693289635,0.0012834940456406,0.0006487201324796
ASB5,0.0064115710310874,0.0027684951153331,0.0203923012903486,0.0125554253631224,0.0093013903077938,0.0005259833122049,0.0055338629923471,0.0343946353746003,0.0086535740310462,0.0059304455064087,9.10574990541832e-05,0.0017030383048949
ASB6,0.2411388470262778,0.1134848847291827,0.0008530851433017,0.1598485079341064,0.0596495692567832,0.0032300514140518,0.0357750071606703,0.1110420278826529,0.2887823490575543,0.0679756541196292,0.0786854458454743,3.9028218003910205e-06
ASB7,0.0006403495209327,0.007727165879623,0.0020964313985017,0.0004752288284766,0.0017040412066365,9.82930937442719e-05,0.0002238592540185,3.489265056726087e-05,0.0014307182352504,0.0024248766900998,6.91272614424248e-05,0.0013797190999666
ASB8,0.0112870042242318,0.024189316904085,0.0049941412332744,0.0143074902379749,0.0360812097386776,0.0064313670648453,0.0065295314275806,0.0129403309700437,0.0053003869455896,0.0084695383577617,0.0044106154444723,0.0032943647831961
ASB9,0.004843021026935,0.0097668899016877,0.0,0.0065087257918624,0.0858196803131366,0.0004735029321289,0.0023182889937434,0.0053970130647816,0.0164963019895084,0.0046118111277001,0.0168465986377443,0.0004270555511831
ASCC1,0.1257206435378677,0.0180446224589462,0.0035025226953815,0.0095335594352026,0.1098011705038339,0.0092818674047007,0.0148366638550181,0.026857345756898,0.0401775100305463,0.0485112328942473,0.0031315784913798,0.0034952544477732
ASCC2,0.0315657780672931,0.1350011398827787,0.003902765250117,0.0137624949774631,0.1026547347500554,0.0635312247534602,0.0035411089183091,0.0404270278736117,0.0106095608404955,0.0230442153307853,0.0021262450054405,0.0105058269161195
ASCC3,0.0107615169405881,0.0075264088742602,0.0069179764852504,0.0096344385766619,0.0960880463553629,0.0713178520619566,0.005249745582507,0.0088368443441059,0.0012598217371889,0.0035315115962635,0.0009010491325905,0.0054745438046375
ASF1A,0.0002940149137375,0.0026724219076611,0.0041585972579632,0.0001163211379379,0.0021006538592369,0.0003867705708849,0.0138283324727961,0.0044377040328149,0.000128021403297,0.0185752435899879,0.0034759169464199,0.0029841930551299
ASF1B,0.0021304102194343,0.0181393100170521,0.0043126193786285,0.0066923078750912,0.0019817642455209,0.0062181602013154,0.0004785165407162,0.0035584375560029,0.0040717511687439,0.007068208788748,0.0014393328798156,0.0067103836566113
ASGR1,0.0568252887396935,0.0139340401179543,0.008631377071341,0.0160444673370323,0.017301077703782,0.014832651333061,0.0257528566717667,0.0665197636433534,0.0738107759592161,0.0506812414020915,0.0117246030095284,0.0062370856976345
ASGR2,0.0006036752802896,0.0012258553761185,0.0038505530166326,0.0116385848375485,0.0063831418191511,0.0012038238333015,0.0155224435002198,0.0302685472419294,0.0015465449377845,0.0116327355765359,0.0276334180689348,0.0128261385478468
ASH1L,0.0163441814667397,0.0022119941573912,0.004682351947153,0.0134546535638379,0.2072210826836018,0.0018978805652844,0.0044356780504128,0.0313239137373695,0.0452997240003604,0.0303655053145133,0.0054572419743395,0.0042545861071188
ASH2L,0.0409160797485289,0.0352253658763595,0.0028728585625428,0.0039836895884256,0.0463085237039544,0.0083239617241739,0.0056363321003599,0.0228242578122289,0.0316616149027364,0.0254079659647497,0.0178065567449342,0.0581018456836432
ASIC1,0.0863780414224192,0.0401620674968918,0.0084368542249695,0.0168321990285467,0.2749965620376188,0.0016213433372281,0.0058100805766556,0.0156122262701972,0.0351532614814809,0.0341905125234444,0.0025019389134661,0.0026672182748718
ASIC2,0.0228712498024335,0.0149873236694874,0.0117281198724768,0.0080424595756474,0.0086897391920937,0.0013243388174409,0.0071102389811025,0.0225598538038172,0.1340082863479135,0.0231824330380822,0.0660505827921355,0.0116596787867184
ASIC3,0.0310819322623559,0.0130948311458466,0.0110763533483905,0.0242830039652378,0.0254784460003596,0.0542903036607527,0.0152574379179168,0.0086404024506408,0.0200599431939843,0.0090841168363894,0.017254185135221,0.0003516444987995
ASIC4,0.007215082314504,0.0030477680025298,0.0137669242704022,0.0041087936565275,0.158070401699002,0.0261182623999771,0.0192890128075852,0.0149457747595794,0.0086339336777393,0.0335911706085695,0.02735923395661,0.0108663773519989
ASIP,0.0003656768028058,0.018119909790361,0.0136372925320577,0.0148183739802305,0.0015818220972006,0.0369920675650632,0.00821816151718,0.0030156817863781,0.0573815562101766,0.0073851710008332,0.0008843138828218,0.0084098600091224
ASL,0.0161362398818019,0.0958321580498723,0.0035534579127781,0.0099059885880965,0.065801681323338,0.0010544797603632,0.0122805882582515,0.0453441940554291,0.0322565730402517,0.0524676316208351,0.0061487926681278,0.0068315584679854
ASMT,0.0001285673091347,0.0024197878575582,0.0115516590498979,0.0063229322759449,0.0221303250675306,0.0019545450635217,0.0083373289148882,0.000369291731446,0.0019637191249722,0.157926684432889,0.0200906811813534,0.0065589340641634
ASMTL,0.00914736534,0.0201208339398932,0.0017394984293385,0.0055535827622217,0.0368387754435928,0.0048271779643371,0.0055679687909322,0.0044622097323557,0.0088084666214468,0.0106998248642136,0.0004182850227404,0.0021430315885762
ASNA1,0.1440039953640509,0.0055599980106787,0.0096876639059021,0.0017045717952479,0.0068371644791371,0.0004744436895208,0.012795462034319,0.0119011710791246,0.003939554733459,0.0030243191143446,0.0001650187915763,0.0014828733806296
ASNS,0.0392709723668818,0.0425283348227793,0.0071352349202059,0.0167472467795485,0.1683391699885768,0.0298872114935566,0.0076578172361328,0.044258840474815,0.0225755525334793,0.016152842003764,0.0126431688211706,0.0027669223249131
ASNSD1,0.0049484374660838,0.0545205108470346,0.0001883748168237,0.0133941521267668,0.1038524560700291,0.0161401884423072,0.0006242472105589,0.0017280135198077,0.0159021351282845,0.0007531565930729,0.0005245762050375,0.0007293589321811
ASPA,0.0095676254893656,0.0328033961255539,0.0006160884826612,0.002770947648297,0.0283235881608026,0.07678452974524,0.0030710662846999,0.0042311667097414,0.000756051017344,0.0250908678123708,0.0006331796721916,0.0097648992189255
ASPDH,0.0401230648568215,0.0308214253535099,0.0080657011789796,0.0120866355292997,0.0209757649363404,0.0098764870325656,0.0116260382589724,0.0162689216669532,0.040169710375544,0.0091404222017108,0.0082034285362757,0.0033391401309325
ASPG,0.0081625790357103,0.0110959250013937,0.0167549480262284,0.0017395606985177,0.0001237676194137,0.0154713855735134,0.0008458891717139,0.0177285559532379,0.0069180674505553,0.0223490343794218,2.5670927186227867e-05,0.050946954349104
ASPH,0.3465150701651647,0.0383258071817595,0.0053976822601946,0.0934865407721116,0.0918768419145363,0.1299865585739361,0.0205037696026989,0.0393115619151889,0.0882827866597156,0.0365795795527089,0.0695821144332939,0.0042551095265578
ASPHD1,0.0771084181616847,0.013133719224974,0.0061707078418183,0.0637580265536341,0.1268629526325334,0.0256277599393091,0.0376103873212384,0.0746274190167764,0.0842068787416029,0.0375020624308667,0.0014247352997836,0.127872128738388
ASPN,0.0578233823666956,0.075146933995881,0.0291137111560759,0.0786854889622997,0.0365458789925115,0.354004919314386,0.0166497842279572,0.1733614914743619,0.0001722312978605,0.0318210071778231,0.0451407819776057,0.001242857007445
ASPSCR1,0.0283850088270392,0.0364398209270646,0.003542508775302,0.0121195603248694,0.0767214352085179,0.0064734893729743,0.0086045182757904,0.0418272547121968,0.0314667830493119,0.0265547459100494,0.0122792428865681,0.0094423821135651
ASRGL1,0.0019633255442772,0.01885436479595,0.0037318461064576,0.001248327613187,0.1357601713024143,0.0131124569380118,0.0195234850866049,0.012310933015981,0.0067136598526957,0.0278123567686565,0.0007234799737652,0.0041863410033918
ASS1,0.0568800251996532,0.0124095522997858,0.011851633087308,0.0203657832690247,0.1227174312756272,0.0245679692511214,0.0031130683479692,0.0060455773389054,0.0032690185107869,0.005327410035487,0.0039875528596342,0.0029667568066832
ASTE1,0.0200636296199044,0.0167120031739459,0.0044933419080723,0.0069133451840532,0.0400003687886291,0.0246674593513847,0.0004738229486605,0.0197697660446854,0.0032844725194374,0.0008240843160296,0.0002849119326807,0.001173901352587
ASTL,0.0069415931183722,0.0007837516411064,0.0,0.0350801984111526,0.018934345708095,0.0365605507747898,0.0018343122317368,0.0125793763125034,0.0031937706022653,0.0073889645081506,0.0137591270004144,0.0017309875915091
ASTN1,0.0025911373605177,0.0059393193157343,0.0024233984351011,0.0004670758020025,0.0051717077822951,0.0002224335926678,0.0097242779629598,0.0096359765761846,0.0019925317860995,0.0094917053133067,0.00061191944168,0.0042619525210263
ASTN2,0.0047560894062869,0.001020975796752,0.0003460677889387,0.0102471389358041,0.2613737556308035,0.0203544408488438,0.0007940193827224,0.0035981453373621,0.00039883761185,0.0076700877532356,0.0005263209551846,0.0026016791116108
ASUN,0.0035815066970369,0.0056410230503482,0.0121751494078795,0.0395037106164493,0.2682615526870108,0.0502903728340472,0.0048191360801187,0.001244101661298,0.0015992145013986,0.0131334562782796,0.0054176919849715,0.0225697149021213
ASXL1,0.124289178624467,0.0120881395819669,0.0015788306681399,0.0051298240563122,0.084165063210327,0.0046456556007463,0.0054103904447599,0.0278670553265865,0.0029246851901037,0.0107953127502003,0.0032973487611599,0.0074053637743261
ASXL2,0.0001900624585704,0.0261803098551824,0.0012230872443976,4.286099662411359e-05,0.0006290204582228,0.0026834926082459,0.0022389536121504,0.0022344642953009,0.0197906653794934,0.003044264188234,0.0006898596469716,0.0546384319417969
ASXL3,0.0071810476730249,0.0145313175435951,0.0025050852208441,0.005661670901432,0.0424136145048815,0.0008654431484722,0.0102215606424746,0.0039203419490027,0.0053913731849332,0.005023510612152,0.0047198482243037,0.0102526332551664
ASZ1,0.0011518530631926,0.0003121217390837,0.0,0.0050650850442428,0.008895755750684,0.0331201825319291,0.0027789977457946,0.0005593997490072,0.008473271949666,0.0142975135563332,0.0005603994731189,0.0
ATAD1,0.4320568952168205,0.0178240597400835,0.0008889618910609,0.1410513884800366,0.2333698394236235,0.0277682590384189,0.0042226128170926,0.001562552803731,0.003213229718789,0.0126157899454546,0.0090443261273058,0.0038376454896422
ATAD2,0.0024536017134099,0.0041557962830845,0.0136353651133789,0.003045680796238,0.005274739403076,0.0035215263284815,0.0144973564474219,0.0346102469002283,0.0199925648785455,0.0544414915166858,0.0131936399397732,0.0113221696716034
ATAD2B,0.0238390553012713,0.0037976041199892,0.0033504168877683,0.0040906857937693,0.0348046054085513,0.0511950958009772,0.0023928562804535,0.0112181188870191,0.0118579558115289,0.0137267389418479,0.0001621852277806,0.0019966109798618
ATAD3A,0.073296712011178,0.0286480028017775,0.0032601348874156,0.006257602132193,0.2093826461272963,0.0037388529484569,0.0307868126760742,0.0168326299191953,0.0037167886970114,0.0140706478747231,0.0002863604528241,0.005334329626506
ATAD3B,0.0562922448192521,0.0202576871968923,0.0099684768552034,0.0578293824799784,0.0672559940434928,0.0220242191797954,0.009962821296495,0.0144246599726458,0.01776880151886,0.0350349643442251,0.0154987573829427,0.0249872178987892
ATAD3C,0.0029566612806204,0.0018003873724255,0.0045934811315303,0.0615213428935593,0.0172523239783332,0.0079165808971035,0.0003441600698065,0.0014498314731296,0.0188959291137615,0.0007959498333515,2.7076895496608967e-05,0.0019736972238116
ATAD5,0.0029163065159911,0.0196004751004341,0.0,0.0031817850125477,0.0274059646736767,6.863175628450631e-05,0.0,0.0009261932053932,0.0003441453304761,5.041418999349365e-05,0.0036014880435427,0.0274888362767995
ATAT1,0.0103615666358325,0.0253057655048415,0.0071830781095798,0.0093366921435391,0.0829873623466445,0.0139940724793103,0.0042502061385314,0.0314950531068978,0.0114392201625746,0.0057933513921636,0.0024759937140614,0.0026912269368034
ATCAY,0.001160411771812,0.0185326737043376,0.0038402760307426,0.0005135423524816,0.0338097703252289,0.0002851422002737,0.0001436788891561,0.0035480170919843,0.018438065539,0.0075465745235803,0.0001848865391985,0.0064338005916335
ATE1,0.1226446407627917,0.0060891178693663,0.0009133299977713,0.0221546535240719,0.1834926097779972,0.097228003799406,0.0232667850844802,0.0051665843082498,0.0149960800443501,0.0081770039020366,0.005361357666426,0.0031509509625322
ATF1,0.0021191058332369,0.0129774881070567,0.0031851630961843,0.0126364773214843,0.1004333517568931,0.0034672484423412,0.0033244319821969,0.008351551898733,0.012708341652512,0.0084136923346484,0.0015343535305605,0.0039604581461265
ATF2,0.2176903730104834,0.0078882418482914,0.0009086876798942,0.0432015795060976,0.1265330355199263,0.0487213218382627,0.0099467506147046,0.0320629631287172,0.096281512199064,0.0141847322103456,0.0181239439788941,0.0047152513246052
ATF3,0.0356451410675246,0.0009016937156715,0.0083347923765425,0.0068129897609096,0.0113642531335566,0.0045386925170094,0.0163587253702653,0.0393107481361686,0.0781767154429565,0.0034832179490688,0.0009582447304342,0.0023752842426041
ATF4,0.0151050672887539,0.001895234156741,0.0003003557577349,0.0035496335863024,0.0034217411090301,0.0075634670543397,0.0003449805677554,0.0017747683293726,0.0009632165994154,0.0022687625349863,0.0003128582018262,5.215910238530694e-05
ATF5,0.0017587817495908,0.0164105491984737,0.0034966212509147,0.0155225336585806,0.1683454288382531,0.0118277029325471,0.0041999147764914,0.0339115933789981,0.0058504329009764,0.0011563887453425,0.0007906812007598,0.0004319309912522
ATF6,0.0029792332974495,0.0761302295124665,4.523077398934706e-05,2.8460230455869184e-06,0.0024999623403029,1.1351718328396569e-05,0.0013924966642959,0.0090283309956422,0.0143170078737859,0.0328734913315588,5.671044405024566e-05,0.0014520583609561
ATF6B,0.0412804849554068,0.0300149087427298,0.0232230243821123,0.014140556339418,0.0258685352687813,0.0034854468619506,0.0089529973083323,0.0182150209590141,0.0036737516687657,0.0077143628858066,0.0021488594528583,0.0015047178438635
ATF7,0.2291437882737655,0.0283173187202101,0.0035757582535638,0.0792248120122775,0.1763244763197234,0.1073321313718521,0.0181865247483039,0.0322143494277242,0.0043603411125254,0.0140300469262752,0.003307514332947,0.0088653959258008
ATF7IP,0.0018262559817199,0.0140833695991195,0.0044295677628208,0.0025909240932937,0.0111482325177316,0.0018026584830685,0.0127854926152411,0.0036050022936995,0.0077348071636603,0.0097174184564043,0.0033504791276901,0.0046095485126117
ATF7IP2,0.8756507807168022,0.0178336281387841,0.0189893644093102,0.3220622589397832,0.1049408448241279,0.0392532098458429,0.0272387432115085,0.0344935808496307,0.0719370051227031,0.0907169187116722,0.0274040610259151,0.0171623968080013
ATG10,0.0346388496628079,0.0251439531662287,0.0029863219015171,0.0024727038979272,0.0029629213227859,0.0019787967026414,0.0011710514765931,0.010201942797042,0.0039111092610942,0.0315125685970428,0.0004163252041608,0.0049562256930121
ATG101,0.0009086166003116,0.0007720764535767,0.001138066338465,0.0009940892886406,0.0133875932941411,0.0010314140909888,0.0020910985410321,0.0074346983811979,0.0028657696238287,0.0047680766773617,0.0008979659294475,0.0022733216214294
ATG12,0.019039432824739,0.0083638544493371,0.0034850947215088,0.010592072239199,0.2045078073926005,0.0009635513445542,0.0160536793411455,0.0207270035730641,0.0181363405843294,0.0402119371668735,0.0075969060630403,0.0087779180380403
